code,parent_code,like_count,username,text,created_at
C6p8qwkyBd0,C6oEKRiJpF_,0,jyotheshjyothi,🤗👌😄,1715848427.0994322
C6oFKL-SDKy,C6oEKRiJpF_,1,laxmansinghnegi9410,Hii,1715848427.099435
C6qXkBzLP-f,C6oEKRiJpF_,0,sisai_sonu,How are you,1715848427.0994375
C6pwetmvqsA,C6oEKRiJpF_,0,goravrohtagi,Hlo,1715848427.0994399
C6oEe4Pqdmr,C6oEKRiJpF_,1,dharmendr__malviya,So hot nd superb,1715848427.0994422
C6qXi-YrkXU,C6oEKRiJpF_,0,sisai_sonu,Hii,1715848427.0994446
C6oMl1MvCxP,C6oEKRiJpF_,0,vishnukumar.vishnukumar.54584,8802284434,1715848427.0994465
C6ohkx4y7Z0,C6oEKRiJpF_,0,bharatsingh.rathore.376,Good night sweet heart ❤️💋💋💋💋💋💋💋,1715848427.0994492
C6q_ny6IWTQ,C6oEKRiJpF_,0,dashrathpatel4626,Hii,1715848427.0994527
C6sghmpBuqX,C6oEKRiJpF_,0,yashmittal2162,Wow,1715848427.0994546
C6qEhU_o4lV,C6oEKRiJpF_,0,bundelbablu,❤❤,1715848427.0994568
C7BPVcRSx7c,,381,jeya.sri.96,Good morning dears 😘🥰,1715848430.0222678
C6_ORbfp0Fw,C6naLSDrgTA,57,priya_love_u_life,Filter coffee for every one who is having a difficult day at work or home. To all the stressed out souls out there... Take a coffee break.,1715848430.0222783
C7BNGraRFV7,C6naLSDrgTA,34,bharathyanand,Good morning to all....,1715848430.022283
C7BGKmTLINp,C6naLSDrgTA,250,sukanya_official_99,Happy morning 💚💚💚,1715848430.0222855
C7Ay46xp9bo,C6naLSDrgTA,129,priya23chennai_ponnu,Good Morning🌞 have a nice day💛,1715848430.022289
C6omBa_POBe,,22,ansh.shxrma_,"and then the moon finally asked, “who made you stare at me?”",1715848432.947873
C6opqjDoHOu,C6omBa_POBe,1,beingwesam,Ouf Allah😭😭,1715848432.9478843
C6ovr2mPxdY,C6omBa_POBe,0,ansh.shxrma_,:)),1715848432.9478886
C6ovDH8yYqX,C6omBa_POBe,3,wheretfisvish,The Moon has no time for bullshit like this stop lying anshu,1715848432.9478912
C6nTGEZN6T2,,32,gujarattouristguide,"આજ સવારના શ્રી આશાપુરા માતાજીના દર્શન માતા ના મઢ મંદિરથી

Today Morning, Shree Ashapura Mata Darshan From Mata na Madh Temple.",1715848436.4139695
C699LMkMDD8,,15,20_camellia,"Lights blur the sounds of sound
And I become a symphony…
I am a flower,
I grow in the dark, for I was meant to glow…
I don’t find quietude or timidness in beauty,
And that’s why I love to please the eye…
©️Camellia
poetry",1715848440.148182
C7BcdKernGb,C6mEBcNJDcS,0,mullchandji,Which one is better?,1715848440.1481981
C7BdUowK4Fh,C6mEBcNJDcS,0,thelifeof.sayeed,"""Her aura is made of poetry, tulips and galaxies.""",1715848440.1482015
C7BbmtvMuma,C6mEBcNJDcS,2,ofthephoenixes,4 seconds of fun,1715848440.1482053
C7BaG1noRQW,C6mEBcNJDcS,1,ighanshyam,Jalsa 😆🤣,1715848440.1482077
C7BdY4WS5xl,,1,love_dear_lakshu,🥰😇,1715848442.7142854
C7BTr8RxDSL,C6kur9VR8g5,88,sa.vitha9945,,1715848442.7142956
C7BZtkTxKSM,C6kur9VR8g5,34,bhavatharani255,❤️❤️❤️red queen👸,1715848442.714299
C7BcOMJymjr,C6kur9VR8g5,47,love_dear_lakshu,🥰😇,1715848442.714302
C7BWIq-R6WD,C6kur9VR8g5,124,suganthi.sweetie,❤️💥🐼 Instagram I'd @suganthi.sweetie,1715848442.7143047
C7BdQk0OkIW,,0,aquidtweets,,1715848446.3591266
C7BdD44vDDZ,C6k-gAKJqqI,0,rider_aesthetic,✨,1715848446.3591352
C6-hLztJ4n0,C6k-gAKJqqI,6,aladdin_shyr.live,,1715848446.3591394
C7BcFbTpLT-,C6k-gAKJqqI,3,status_4u__only,"Ek Ladki Se Mujhe Itna Pyaar Kyun Hain,

Bar Bar Inkaar Karne Par 
Chahat Ka Ikraar Kyu Hain,

Usse Pana Nahi Meri Taqdeer Main Shayad,

Phir Har Modh Pe Usi Ka Intezaar Kyun Hain..!!🥀",1715848446.3591418
C6-ej6-vr6W,C6k-gAKJqqI,10,itz_thakur_girl573,"Jawab hoo to zarur dena...!!!

Jisko tum chaho woh mohabbat
Jo tumhe chahe uska kya..???

Jisko tum yaad karro woh mohabbat
Jo tumhe yaad karre uska kya??

Jise tum milna chaho woh mohabbat
Jo tumhe milna chahe uska kya??

Jiske liye tum roye woh mohabbat
Jo tumhare liye rooya uska kya??",1715848446.359148
C7BZTKXsf3z,,129,aj_world7,💙,1715848449.6956706
C7A95zCK5tM,C6obG8VPq4v,30,raibolereshma,"When you finally marry the 
  love of your life❤️

Gulabjam#Rashu",1715848449.6956806
C7BaICVLl4H,C6obG8VPq4v,9,niraj007_official,सुकून 💚,1715848449.6956854
C68zyIKPahD,C6obG8VPq4v,25,shaileshchhaniyara,"Happy evening to all of you 

I'm sorry for all threads members 

I'm permanent gayab ho Jaa Raha hu ..... only Instagram pe hi milega apun 🤔",1715848449.6956885
C7BZbQJs9mQ,C6obG8VPq4v,4,aj_world7,What do you like mostly?,1715848449.6956935
C7DxlH5yazJ,,21,love_dear_lakshu,"✨️❤️‍🩹🤌🌍
My only one moment 😇❤️‍🩹",1715926652.077296
C7DwhycO0_Z,C6kusFPxoWS,24,paapu__official__2121,🙏🏻🔱🌺🙇🏻‍♀️,1715926652.0773075
C7DxAYEx9eR,C6kusFPxoWS,7,an.uja9318,😂🤭😃....,1715926652.0773108
C7Dnd3Tx4Ve,C6kusFPxoWS,127,dhanu_smile_killer_,Gud morning frds😘😘😘,1715926652.0773134
C7BhOK-rAHy,C6kusFPxoWS,586,paapu__official__2121,🥰👀📸🩶,1715926652.077316
C7DyhZ9IyDD,,2,official_young_alhaji_,I'm from Nigeria 🇳🇬 and I stand with Palestine🇵🇸. What about you? ??,1715926655.5522175
C7DxXvToqpp,C6kunyBi5DH,1,dbtvsports,"After a lot of consultation, the PCB Selection Committee has decided to select Usman Khan in the 15-member squad and they have decided to select Muhammad Irfan Khan Niazi in the traveling reserves.

.
.
.
.

#UsmanKhan #IrfanKhanNiazi #Pakistan #PakistanCricketTeam #T20WorldCup2024 #CricketPakistan #CricketShaukeens #CricketLovers #Cricket #DBTVSports",1715926655.552229
C7DxbVfogr5,C6kunyBi5DH,24,official_young_alhaji_,May Allah grant us good Spouse♥️🤲🏾,1715926655.5522363
C7DxA23LUoo,C6kunyBi5DH,20,neevrap_nirfa,Well done Pakistan 👍🏻🇵🇸,1715926655.5522406
C7DyjnqBEsG,,0,swamini_swami,,1715926659.8217075
C7DxV-ch0B6,C6n42CjJtAG,15,_manju_thakur_086,,1715926659.8217204
C7Dx_k8LWcK,C6n42CjJtAG,12,thedharmyug,"‼️ श्री विष्णु प्रियायै नमः ‼️
 💖💞💖",1715926659.8217258
C7DyekUBAgT,C6n42CjJtAG,0,swamini_swami,,1715926659.821732
C7Dwqa6y2cq,C6n42CjJtAG,4,shree_swami_samarth2804,,1715926659.8217351
C7DwZnZPoOv,,59,mahadev.5624,"जय गिरिराज महाराज जी के मंगला अभिषेक, दूध के दर्शन दानघाटी मंदिर गोवर्धन मथुरा 13 अप्रैल 2023",1715926663.324474
C7Dub1mtSuG,C63xvNzvXMu,11,lifeisnowherearvind,"|| जय श्री श्याम ll 🙏🙏
17.05.2024",1715926663.3244913
C7DxSuSvYO2,C63xvNzvXMu,11,shekhawatsaahab,"🙏🌹 जय श्री महाकाल 🌹🙏
श्री महाकालेश्वर ज्योतिर्लिंग जी का भस्म श्रंगार आरती दर्शन 
17 मई 2024 (शुक्रवार)
ll🌿सत सृष्टि तांडव रचयिता💐
🌹नटराज राज नमो नम🌸ll
ll🌞हे आद्य गुरु शंकर पिता 🌺
🐍नटराज राज नमो नमः...🐂ll
mahakal_daily_darshan",1715926663.3244982
C7Dts8SrVEY,C63xvNzvXMu,21,diwakarmgcreation,"ॐ श्री महाकालेश्वराय नमः 
दिनांक 17 मई 2024 को ज्योतिर्लिंग भगवान श्री महाकालेश्वर जी का प्रातः 07:30 आरती श्रृंगार दर्शन",1715926663.3245091
C7Dv2qjLVN3,C63xvNzvXMu,103,urmaliya_arti,भस्म आरती श्रृंगार दर्शन दिनांक-17/05/2024,1715926663.3245165
C6oHTTLJK-Y,,131,vivek_bindra,"Business में सफलता के लिए सही समय पर सही सवाल पूछना जरूरी होता है।

Motivation",1715926666.7500021
C6tB91nsYfE,C6oHTTLJK-Y,0,pavan_yadav_sarangpur,"Business में सफलता के लिए सही समय पर सही सवाल पूछना जरूरी होता है।

Motivation",1715926666.75002
C6m-PQCvz61,,34,dil_diya__gallan_,,1715926669.8354442
C7DxQb0SDM3,,10,bhavika_mistry_official,New trend 💥@bhavika_mistry_official,1715926673.5073085
C7DmkeIprQG,C6n_o2_rmi5,5,parmarrani307,,1715926673.50733
C7DlLGGog4H,C6n_o2_rmi5,84,ms_queen_1685,"My inst I'd
@ms_queen_1685",1715926673.5073354
C7DpocqSeZE,C6n_o2_rmi5,39,payalmer__28,તારી જુદાઈ😟🥺,1715926673.5073416
C7CJDM1CIzH,C6n_o2_rmi5,754,mahi._.2227,I'm  radha🤭😍,1715926673.5073462
C6n4zH6vv7t,,29,enoughabhi,"Do yOu see magic ?
｡
 ∴｡　
　･ﾟ*｡. 
　　･ *ﾟ
 ･ ﾟ*
 ･｡ 
 *･｡
 *.｡ 
 ｡･
 °*. ﾟ｡
 °*. .
 ﾟ*. .
 ｡｡ ･ 
 ｡ ･ﾟ .
 ｡°*. .
 ｡*･｡ .",1715926676.3262978
C6oZ-wxhiD1,C6n4zH6vv7t,0,mr__mister._majnu,Nice Bhai 👑🌹,1715926676.3263152
C6qQm8roB55,C6n4zH6vv7t,0,aaryumdave,Wow ❣️😍,1715926676.326322
C6q8boKIBaQ,C6n4zH6vv7t,0,aaryumdave,Happiest birthday handsome ❣️🥰,1715926676.3263273
C7DxvtnNIP8,,4,goldenlines.pk,"Elaahiii  Ameenn 🤲💯
.

.
.
.
.

.
.
#goldenlines #urdupoetry #urdu #urduliterature #urdupoetryworld #urdusadpoetry #urdupoetrylovers #urdupoetrypoint #urduquotes #urdughazal #urdulovers #urduadab #urdu_quote #urdupoetrylines #urdulines #instaurdu #pakistan #pakistani #lahore #islamabad #karachi #urduposts #urdushayari #peshawar #rawalpindi #kashmir #allah #molaali #imamali #pakistanifashion",1715926680.166375
C7DySC8o7Ny,C6nzhi-vnhD,1,waqtnews,"وزیر اعلی پنجاب مریم نوازکی  ایلیٹ فورس کے یونیفارم میں پاسنگ آؤٹ پریڈ میں شرکت
CMPunjab 
https://waqtnews.tv/17-May-2024/176866",1715926680.166401
C7Dx9k6s_0C,C6nzhi-vnhD,0,dialoguepakistan,"The International Monetary Fund (IMF) has demanded Pakistan to impose a carbon tax on petroleum products to achieve the benefits of value-added tax (VAT) for documentation and digitisation.

https://www.dialoguepakistan.com/en/business/imf-proposes-carbon-tax-on-petroleum-product

DialoguePakistan #Monetary #IMF #Carbon #VAT #Tax #International #PatrolUphdate",1715926680.1664093
C7Drp63C1qz,C6nzhi-vnhD,23,therecorder.pk,"""I am Hopeful to Visit Pakistan Soon as Everyone Started Visiting Now"": Virat Kohli",1715926680.166418
C7DxhhtsuRV,,37,aj_world7,💛,1715926684.1436474
C7Dyi29PdNa,C6lh-6bxmC-,0,asiannewshub,"Baramulla: Er Rasheed's Entry Intensifies Tough Fight for Omar, Sajad
https://www.asiannewshub.com/2024/05/baramulla-er-rasheeds-entry-intensifies-tough-fight-for-omar-sajad/",1715926684.1436574
C7DvwDBvM9A,C6lh-6bxmC-,15,mr_manu____14,Alhamdulillah,1715926684.143663
C7Dtmv9toMa,C6lh-6bxmC-,11,aashanxbabar56,"Virat Kohli Big Statement 

Hopefully we will visit Pakistan soon as everyone visiting Pakistan now: Virat Kohli",1715926684.1436656
C7DAPBMOvEA,C6lh-6bxmC-,268,around.the.beautiful.globe,The beautiful ending.💙💚,1715926684.1436698
C7DveyYpEfe,,69,shreya_sanghi,🥂,1715926686.9731517
C7Dr6BoLb3F,C6m7v1qMfYF,70,hello_deepti15,Good morning 💕,1715926686.9731648
C7DmhkfK9_p,C6m7v1qMfYF,184,anjali_vis1,"You start living with the fact “jo hota h acche ke liye hota hai” 
Agree??",1715926686.9731688
C7Dm6OXv7tu,C6m7v1qMfYF,105,roshni878,💛,1715926686.9731736
C7DSjxxpUjZ,C6m7v1qMfYF,167,vannshikkaa,Sending good vibes.✨❤️,1715926686.973176
C6oBmk7o-Pv,,72,queen_shpu,😊❤️😊,1715926690.367098
C6x-deLxekQ,C6oBmk7o-Pv,0,sanjaythakor585,Love you ❤️,1715926690.367119
C6ocw1BoNlC,C6oBmk7o-Pv,2,arvindjmelakiya,Super,1715926690.3671255
C6otn8HI2tV,C6oBmk7o-Pv,1,vanrajvanraj74869,Nic,1715926690.3671305
C6oeMQNvVte,C6oBmk7o-Pv,1,ramesh_solnaki__713,Hii,1715926690.3671339
C6pn15vohd7,C6oBmk7o-Pv,1,deenesh_1204,Hii,1715926690.3671374
C6nSQBRob1W,,20,jay_ma_chamunda10,"( સોમવાર ) તા, ૬ મે ૨૦૨૪ શ્રી ચામુંડામાતાજી ચોટીલા ડુંગર ઉપર નાં દર્શન🌺 . . . . . . . . . . . . #maa #chotila #chotilatemple #kuldevi https://www.instagram.com/p/C6nSA5_IVaV/?igsh=M2k0cXEwYWRmejMy",1715926693.1272311
C6nTg9ovDSC,C6nSQBRob1W,0,harsinghrathva277gmail.com7,હાઈ,1715926693.1272519
C6naLSBLC-G,,1,sri_makeoverartistry,,1715926696.5983982
C7DxhhtsuRV,,37,aj_world7,💛,1715926701.2649307
C7DbsneC72I,C6l43sYI6VM,32,sundalkhattakofficial_,"""Every story has two sides.""",1715926701.264941
C7DxFdiNaMw,C6l43sYI6VM,2,kuwaiturdunews,,1715926701.2649446
C7Dlw94t-VI,C6l43sYI6VM,11,gilgitbaltistanfront,"Pakistan! A country with a rich history, vibrant culture, and breathtaking natural beauty. From the majestic Karakoram mountains to the serene Indus River, Pakistan is home to diverse landscapes and climates. Its cities, like Karachi, Lahore, and Islamabad, offer a blend of modernity and tradition, with bustling markets, historic landmarks, and delicious cuisine.

P",1715926701.2649474
C7ClzjbCfMR,C6l43sYI6VM,37,sundalkhattakofficial_,"I don’t have an attitude problem, I have a personality you can’t handle. 🤍",1715926701.2649546
C7DxhhtsuRV,,37,aj_world7,💛,1715926705.0438883
C7DxAr0tzck,C6n5hmiowSg,1,m_alam_shah,,1715926705.043899
C7CYK6gCkga,C6n5hmiowSg,77,rahulrameshrangari,Detian Falls is the fourth largest cross-border Waterfall in Asia.,1715926705.043902
C7DwN0jyFbU,C6n5hmiowSg,17,iamkhudadad,"""Love is the longing for the half of ourselves we have lost."" —Milan Kundera",1715926705.043905
C7Dlw94t-VI,C6n5hmiowSg,11,gilgitbaltistanfront,"Pakistan! A country with a rich history, vibrant culture, and breathtaking natural beauty. From the majestic Karakoram mountains to the serene Indus River, Pakistan is home to diverse landscapes and climates. Its cities, like Karachi, Lahore, and Islamabad, offer a blend of modernity and tradition, with bustling markets, historic landmarks, and delicious cuisine.

P",1715926705.0439086
C6nBKntPG2_,,52,ziddisomyoinsta,,1715926708.1647708
C6nFqTIvPq2,C6nBKntPG2_,0,vikas.chaudhari.3705157,🤣🤣🤣🤣,1715926708.1647875
C6oTBbmoArc,,56,dbtvsports,How do you rate this jersey of Pakistan for the T20 World Cup 2024?,1715926711.28142
C7Dyd9Krouy,,9,the.crickettv,"Virat Kohli in Batting Practice Session at the Chinnaswamy stadium, Bengaluru ahead of RCB vs CSK clash. 🔥

📸: RCB",1715926715.4063246
C7DyNzkSPQZ,C6oeJostxrw,8,viren67934,Ipl 2024,1715926715.4063401
C7Dx2GTtzp9,C6oeJostxrw,14,sportskeedacricket,"Rohit Sharma completely changed Mumbai Indians’ fortunes by leading them to five IPL trophies 🏆 

Today could be the Hitman’s last dance in Blue and Gold 😢💙

Arguably one of the greatest captains in IPL history ✨",1715926715.4063435
C7DuQwntw6n,C6oeJostxrw,4,cricfollow_,Pakistan’s 🇵🇰likely squad for T20 World Cup: 👀#T20WC2024,1715926715.4063509
C7DyeakBU3e,C6oeJostxrw,3,crictrackerindiaofficial,"Out of five IPL encounters, Lucknow Super Giants has dominated with 4 victories, leaving Mumbai Indians trailing.",1715926715.406355
C6oguqAJbZT,,17,sunnydhaler_,🥺,1715926720.1905732
C6pX_O8LIif,C6oguqAJbZT,0,kamna8338,Nyc☺️,1715926720.1905904
C7Dta8eSpHB,,61,_ci_ya_rose_,💐,1715926723.5734172
C7Dm6OXv7tu,C6lI0rPtowP,105,roshni878,💛,1715926723.5734267
C7DelDSPuxx,C6lI0rPtowP,9,cutiiiee_queenz,"Ann Sindhu Johny 💘

@annsindhujohny",1715926723.5734293
C7DjlZJpzjB,C6lI0rPtowP,60,lx_mii,💕,1715926723.5734322
C7AwNaNCm68,C6lI0rPtowP,87,annsindhujohny_fans,❤️,1715926723.5734344
C7DwP2VSXbT,,1,incrictube,18 May - Who will win?,1715926726.6396637
C7DuQwntw6n,C6nCnfwI4Zj,4,cricfollow_,Pakistan’s 🇵🇰likely squad for T20 World Cup: 👀#T20WC2024,1715926726.6396732
C7DxXvToqpp,C6nCnfwI4Zj,1,dbtvsports,"After a lot of consultation, the PCB Selection Committee has decided to select Usman Khan in the 15-member squad and they have decided to select Muhammad Irfan Khan Niazi in the traveling reserves.

.
.
.
.

#UsmanKhan #IrfanKhanNiazi #Pakistan #PakistanCricketTeam #T20WorldCup2024 #CricketPakistan #CricketShaukeens #CricketLovers #Cricket #DBTVSports",1715926726.639678
C7Dw501Ph4L,C6nCnfwI4Zj,16,cricxtasy,💯,1715926726.6396847
C7Dtmv9toMa,C6nCnfwI4Zj,11,aashanxbabar56,"Virat Kohli Big Statement 

Hopefully we will visit Pakistan soon as everyone visiting Pakistan now: Virat Kohli",1715926726.6396878
C6nOaCUtnhi,,24,sonalipatel88888,Thay che tamare movie plan  cancel 😄😄😄😄🤩🤩🤩🤩🤩🤩aa rite ￼￼,1715926730.2465725
C6nrsAINU-t,C6nOaCUtnhi,1,shoaibsheikh2332,I like you,1715926730.2465825
C6sRPxfK65D,C6nOaCUtnhi,2,raghuvir1964,Nice 👍,1715926730.2465854
C66U9d-RtU_,C6nOaCUtnhi,1,shafi_5356,💙💓💙💓,1715926730.2465885
C670fhaqOrL,C6nOaCUtnhi,1,subhnam79,🤣,1715926730.2465906
C6nWu0IhWMO,,15,aman.styleicon,,1715926733.2978485
C6nWy7zhQKm,C6nWu0IhWMO,2,aman.styleicon,#airport #looks #swag #style #viral #instadaily #aircraft #plane,1715926733.2978573
C6oeD2yScqV,,153,jaya_mak_1482,,1715926737.648216
C6qSSffsENg,C6oeD2yScqV,0,wish_all84,Hi,1715926737.648225
C6sutMTJ98H,C6oeD2yScqV,1,shivam_impex_jamnagar_,Super,1715926737.6482272
C65S5eOIfO6,C6oeD2yScqV,0,mr_vashuli,Hii,1715926737.6482298
C6ogJU-P8I9,C6oeD2yScqV,0,dadhichpankaj366,Wow so nice,1715926737.6482317
C6ojdKGSUBi,C6oeD2yScqV,0,v_chirag,Fantastic,1715926737.6482337
C6qtvEFiEM9,C6oeD2yScqV,0,mukeshmakwana1163,Super,1715926737.6482358
C6vHMG5IXYO,C6oeD2yScqV,0,rahulrathod6626,Hii,1715926737.6482375
C6o729Qs8RA,C6oeD2yScqV,0,patel_241991,🌹🌹🌹🌹🌹🌹,1715926737.6482396
C6uB5RHrjhh,C6oeD2yScqV,0,vishal_parekh8005,So nice,1715926737.6482425
C6rAwiISxEQ,C6oeD2yScqV,0,ashwinsinhthakor_222,Oooooohhhh Gajab 🔥🔥🔥,1715926737.648245
C6o3V2gMzAO,C6oeD2yScqV,0,nileshgondliya,So beautiful,1715926737.6482472
C6pKnnLS6-Q,C6oeD2yScqV,0,emran__16_47,Hii,1715926737.6482496
C6tYG1yNHgq,C6oeD2yScqV,0,nandrajograjesh,"So sweet 💗 
Good evening",1715926737.6482515
C6s9BijvdUa,C6oeD2yScqV,0,bdej2024,Hi,1715926737.6482544
C6pnfh9Jjum,C6oeD2yScqV,0,manishdave9169,Nice,1715926737.6482563
C6ooNmXM7rj,C6oeD2yScqV,0,bhavesh_chauhan05,🫶🌹,1715926737.648258
C6s77iGol7H,C6oeD2yScqV,0,vilan8936,💙💙💙💙,1715926737.64826
C7Dx_k8LWcK,,12,thedharmyug,"‼️ श्री विष्णु प्रियायै नमः ‼️
 💖💞💖",1715926740.9789214
C7DyDb2hJLG,C6ncxYCsMrv,0,_manju_thakur_086,😂😂😂😂,1715926740.9789352
C7DvN-BoU_r,C6ncxYCsMrv,16,om_swami_samarth,॥ श्री स्वामी समर्थ ॥,1715926740.9789393
C7DyjnqBEsG,C6ncxYCsMrv,0,swamini_swami,,1715926740.9789429
C7Dx1KdLZ2-,C6ncxYCsMrv,5,thedharmyug,🩷🩵 जयश्रीकृष्ण 🩷🩵,1715926740.9789455
C7DyS3ev2Wd,,2,iski5567,,1715926744.548291
C7Dx_k8LWcK,C6k9r_5Mev8,12,thedharmyug,"‼️ श्री विष्णु प्रियायै नमः ‼️
 💖💞💖",1715926744.5483
C7DyDb2hJLG,C6k9r_5Mev8,0,_manju_thakur_086,😂😂😂😂,1715926744.5483046
C7DySM_vSlu,C6k9r_5Mev8,2,iski5567,,1715926744.5483081
C7Dx1KdLZ2-,C6k9r_5Mev8,6,thedharmyug,🩷🩵 जयश्रीकृष्ण 🩷🩵,1715926744.54831
C7DwUTxypzz,,96,anjaliri434,Good morning 🌅,1715926747.9092472
C7DuXxIyIJ4,C64C9cwtIID,145,avni_sharma.37,"I Am Alone At Home 😋❤️❤️

Koi Baat Karega ❤️",1715926747.9092612
C7Dw3Q6Nwnr,C64C9cwtIID,37,cinewoodstamil,ShamaSikander 🖤🖤,1715926747.909266
C7DqVoHpiXJ,C64C9cwtIID,222,poonam_yadav_566,❤️,1715926747.9092693
C7DrR8iqoSn,C64C9cwtIID,43,krunalnmodi,Black magic 🖤🖤😜,1715926747.909272
C6nsNNwPiMO,,63,arynewstv,"Read More: https://arynews.tv/karachi-hot-weather-to-continue-for-next-three-days/

ARYNews",1715926750.8200662
C6nYcvSIDge,,2,sudhir.mungantiwar,संत शिरोमणी गोरोबा काका यांना पुण्यतिथी निमित्त विनम्र अभिवादन..!,1715926753.8954666
C7DyS3ev2Wd,,2,iski5567,,1715926789.1819973
C7Dx_k8LWcK,C6noADipLJP,12,thedharmyug,"‼️ श्री विष्णु प्रियायै नमः ‼️
 💖💞💖",1715926789.1820061
C7DyDb2hJLG,C6noADipLJP,1,_manju_thakur_086,😂😂😂😂,1715926789.1820111
C7Dy0_Xv_3f,C6noADipLJP,0,iski5567,,1715926789.1820142
C7Dx1KdLZ2-,C6noADipLJP,6,thedharmyug,🩷🩵 जयश्रीकृष्ण 🩷🩵,1715926789.1820164
C7Dyd9Krouy,,11,the.crickettv,"Virat Kohli in Batting Practice Session at the Chinnaswamy stadium, Bengaluru ahead of RCB vs CSK clash. 🔥

📸: RCB",1715926792.769077
C7DxzJfLvUA,C6nu2WtNyTM,5,naressshh,"Fear is so manipulative!
It tricks us into living a boring life.",1715926792.7690904
C7DyxzayOik,C6nu2WtNyTM,0,hi__dipun__,"Ek ne bola ki ""Mujhe kisike jane se fark nhi padega"".
.
.
to fir mein usko bola ki, iss kadakti Garmi mein ek var Bijlii jane de... 🥲🥵",1715926792.769095
C7Dxszbq2T2,C6nu2WtNyTM,3,behindtalkieshindi,Did You Know Malaika Arora Paying 1.5 Lack Rent per month ! MalaikaArora,1715926792.7691004
C7DxLSASZsd,C6nu2WtNyTM,1,vashishth.mukul,"थारा भाई ""स्पेशलिस्ट"" है इस फील्ड में तो..सारे टाइप की बतखें पाल राखी हैं भाई ने अपने पोल्ट्री फार्म में.. 🦆🦆😂🤣 IPL2024",1715926792.7691035
C6nAVhMoHh2,,1,sapna.dhale,,1715926796.0494974
C6nWcXGI3mP,,23,cricket_with_tmk,"""We all want to perform for the Pakistan team because that’s how you build your name. If given an opportunity, I will try to give my best."" - Azam Khan",1715926799.118491
C7DvuTLI0wm,,25,dimplejain1511,Friday kinda look💙,1715926802.9719641
C7Dw1daos8x,C6nq_SApHyr,35,dekshakhanna_,♥️♥️♥️,1715926802.971976
C7DwP2NoLFl,C6nq_SApHyr,29,aanushkaramesh,Ice tea for me pls 🤓,1715926802.9719794
C7Dw8ObuUqb,C6nq_SApHyr,5,ria_fashionblogger,beautifulsummer,1715926802.9719822
C7DvyehJner,C6nq_SApHyr,28,dj_sonali.katyal91,,1715926802.9719844
C7DuG75pRBa,,117,harleenkohliofficial,Click click 😍,1715926807.9981227
C7Dv-Lypjui,C6oI6k6p1DO,37,simran_bhandal__,🫠,1715926807.9981327
C7DxIzzCnos,C6oI6k6p1DO,11,vanraj3701,Hiiiiiii too all💕💕 of you💕💕 guys..??,1715926807.9981365
C7DsaXXIvYt,C6oI6k6p1DO,72,jyoti_aryal_,Hlo 👋,1715926807.9981394
C7DuiTaLNG_,C6oI6k6p1DO,38,suneetamaurya51,Hum jaisa kahin aapko dilber na milga💓,1715926807.9981425
C6nr6nQvPtV,,32,a.n.s.h________,Nature soon..,1715926811.4132738
C7DveyYpEfe,,72,shreya_sanghi,🥂,1715926814.3654418
C7DmhkfK9_p,C6m7v14MF5x,186,anjali_vis1,"You start living with the fact “jo hota h acche ke liye hota hai” 
Agree??",1715926814.3654532
C7Dr6BoLb3F,C6m7v14MF5x,71,hello_deepti15,Good morning 💕,1715926814.3654585
C7Dm6OXv7tu,C6m7v14MF5x,106,roshni878,💛,1715926814.3654618
C7DSjxxpUjZ,C6m7v14MF5x,167,vannshikkaa,Sending good vibes.✨❤️,1715926814.3654642
C6nldO4tQBL,,183,dhara_dd,"""Lost in the blur of moments... ...",1715926817.6403396
C6nmiGMs4FZ,C6nldO4tQBL,0,live_life_d_way_u_dream,Lv dt styling f top,1715926817.6403499
C6nn8AdRVhj,C6nldO4tQBL,0,nirmalshukla990,🌹🌹,1715926817.6403532
C6oFJh9IOvv,C6nldO4tQBL,0,aa_ajaz_8786,Nice,1715926817.6403568
C6uWgb2ybQY,C6nldO4tQBL,0,irfan4462khan.up25,So sweet so Nich looks is the woo,1715926817.6403594
C6n6p1np2RU,C6nldO4tQBL,0,_rohan_r01,❤️,1715926817.6403618
C6_B6SPPE9z,C6nldO4tQBL,0,kalpeshparekh91,આ ડ્રેસમાં તો તમે ગુંડા જેવા લાગો,1715926817.6403642
C6lVmn8RFwN,,1,the_mooknayak,"मध्य प्रदेश: भील चित्रकार अनिता ने पति और सास से सीखी चित्रकारी, अब आगे की पीढ़ियों तक ले जाना चाहतीं हैं पारंपरिक कला
https://www.themooknayak.com/tribal-news/madhya-pradesh-bhil-painter-anita-learned-painting-from-her-husband-and-mother-in-law-now-wants-to-take-the-traditional-art-to-the-future-generations",1715926821.2120333
C7DuG75pRBa,,117,harleenkohliofficial,Click click 😍,1715926824.9644141
C7Dv97gJvg-,C6m89qwJEg5,21,inayat___207,❤️💫,1715926824.9644277
C7DxSf8P2LP,C6m89qwJEg5,34,mohinichauhan675,,1715926824.9644322
C7DyWiNrh5a,C6m89qwJEg5,46,meenurobin,,1715926824.9644349
C7DxSnNJxwt,C6m89qwJEg5,28,yadav_dr.suman341,Good morning everybody ☺️,1715926824.964438
